user_id,signup_date,trial_end_date,trial_length_days,age,country,gender,device_type,acquisition_channel,city_tier,preferred_plan_before_conversion,days_active_trial,sessions_count,avg_session_minutes,features_used,support_tickets,emails_opened,webinar_attended,payment_method_on_file,referred_friend,discount_offered_pct,plan_page_views,last_activity_gap_days,satisfaction_score,monthly_income_usd,converted_to_paid_plan,selected_plan
USR-01398,2025-02-12,2025-02-26,14,29.0,Colombia,female,tablet,referral,tier_3,basic,8,16,11.3,9,0,7,1,1,0,0%,3,10,8.1,1840.0,0,none
USR-01399,2025-01-21,2025-02-04,14,43.0,Chile,female,mobile,referral,tier_1,standard,10,25,15.2,10,0,8,1,1,0,25,3,12,3.8,1695.0,1,standard
USR-01400,2025-08-12,2025-09-02,21,34.0,Argentina,male,tablet,email campaign,tier_1,basic,14,31,16.2,16,1,5,0,1,0,0,5,20,5.8,648.0,0,none
USR-01401,2025-01-10,2025-01-24,14,37.0,Colombia,male,mobile,email campaign,tier_1,basic,14,28,15.8,15,0,7,0,1,0,10,4,4,,,0,none
USR-01402,2025-12-31,2026-01-14,14,22.0,Argentina,male,mobile,paid ads,tier_1,standard,13,17,19.9,14,2,4,0,0,0,25,4,6,4.0,2026.0,0,none
USR-01403,14/02/2025,2025-02-28,14,48.0,colombia,male,desktop,Social Media,tier_3,basic,8,10,9.4,11,0,8,0,1,0,0,3,22,7.8,1869.0,0,none
USR-01404,2025-03-06,2025-03-13,7,27.0,Colombia,prefer_not_to_say,desktop,paid ads,tier_1,basic,3,10,16.8,6,0,2,0,1,0,15,1,12,9.0,1664.0,0,none
USR-01405,26/08/2025,2025-09-02,7,56.0,Colombia,female,desktop,paid ads,tier_1,basic,4,10,21.9,9,0,5,0,1,1,0,0,6,3.9,2107.0,0,none
USR-01406,02/09/2025,2025-09-09,7,30.0,Colombia,male,Desktop,email campaign,tier_1,basic,3,3,9.4,8,1,8,0,1,0,15,4,11,9.7,1154.0,0,none
USR-01407,2025-12-31,2026-01-14,14,31.0,Colombia,male,desktop,social media,tier_1,premium,14,27,14.0,11,1,8,0,0,0,20,4,18,10.0,2355.0,0,none
USR-01408,2025-12-15,2025-12-29,14,40.0,Colombia,male,mobile,referral,tier_1,standard,7,209,10.2,5,0,5,0,0,1,15,4,9,8.5,1260.0,0,none
USR-01409,2025-10-31,2025-11-14,14,39.0,Colombia,male,mobile,paid ads,tier_1,basic,13,22,11.9,7,0,10,0,0,0,20%,4,15,10.0,2308.0,0,none
USR-01410,2025-06-11,2025-07-02,21,35.0, MÉXICO,male, mobile ,Referral,tier_1,premium,8,13,9.2,11,1,4,0,0,0,10,5,21,7.7,918.0,0,none
USR-01411,2025-03-29,2025-04-12,14,44.0,Perú,prefer_not_to_say,desktop,email campaign,tier_2,premium,11,22,13.2,12,1,5,0,1,1,15,3,0,8.0,1703.0,1,premium
USR-01412,2025-03-20,2025-04-03,14,43.0,Colombia,male,tablet,social media,tier_3,standard,5,7,12.5,7,0,7,0,0,0,0,3,2,5.9,335.0,0,none
USR-01413,2025-07-21,2025-08-04,14,41.0,México,female,desktop,email campaign,tier_2,standard,11,18,24.6,9,1,7,0,0,0,10,2,4,8.8,1726.0,1,premium
USR-01414,2025-08-14,2025-08-21,7,33.0,Argentina,female,mobile,organic search,tier_2,premium,6,11,20.9,15,2,8,0,1,0,0,4,2,7.8,1741.0,1,standard
USR-01415,2025-11-26,2025-12-17,21,27.0,Colombia,male,mobile,social media,tier_1,standard,13,18,23.9,10,1,4,0,0,0,10,2,19,,,0,none
USR-01416,2025-02-25,2025-03-04,7,28.0,Colombia,male,desktop,partner,tier_1,basic,5,7,17.9,13,0,5,0,0,0,0,3,0,,250.0,0,none
USR-01417,2025-01-01,2025-01-15,14,18.0, PERÚ ,prefer_not_to_say,DESKTOP,Email Campaign,tier_2,basic,5,11,7.3,13,0,3,0,0,1,0,2,9,8.5,2018.0,0,none
USR-01418,2025-02-25,2025-03-11,14,18.0,Colombia,prefer_not_to_say,mobile,referral,tier_1,basic,5,8,18.7,4,1,3,0,0,0,0,4,13,10.0,2190.0,0,none
USR-01419,2025-03-22,2025-04-12,21,32.0,Ecuador,male,mobile,email campaign,tier_1,standard,14,34,9.4,18,0,6,0,1,0,5,4,14,5.0,1526.0,1,standard
USR-01420,2025-08-13,2025-09-12,30,18.0,Colombia,female,mobile,paid ads,tier_3,basic,23,40,14.8,16,0,9,0,1,0,15,8,13,6.2,2551.0,1,basic
USR-01421,2025-11-11,2025-11-18,7,35.0,Chile,male,mobile,referral,tier_2,basic,3,8,12.2,10,1,8,0,0,1,25,3,3,8.5,1462.0,0,none
USR-01422,2025-03-19,2025-04-09,21,33.0,Argentina,male,mobile,paid ads,tier_1,basic,11,21,4.7,10,0,4,1,1,0,5,4,14,7.8,575.0,0,none
USR-01423,2025-03-31,2025-04-14,14,41.0,argentina,male, mobile ,Partner,tier_3,premium,8,22,16.4,13,1,6,0,0,0,25,4,13,8.4,681.0,0,none
USR-01424,2025-06-24,2025-07-08,14,22.0,Colombia,prefer_not_to_say,desktop,paid ads,tier_2,basic,12,23,10.6,16,0,5,0,1,0,0,6,6,7.9,1280.0,0,none
USR-01425,2025-08-29,2025-09-19,21,24.0,Colombia,female,mobile,social media,tier_1,standard,13,21,12.6,19,0,10,0,0,0,0,6,13,9.0,1551.0,0,none
USR-01426,2025-03-24,2025-03-31,7,34.0,Argentina,female,desktop,social media,tier_1,basic,3,4,12.9,9,0,5,1,1,0,20,0,7,6.6,533.0,0,none
USR-01427,2025-05-20,2025-05-27,7,18.0,Ecuador,non_binary,desktop,email campaign,tier_1,basic,5,9,17.0,8,2,7,0,1,1,10,0,2,4.9,250.0,0,none
USR-01428,2025-09-15,2025-09-29,14,43.0,Colombia,female,desktop,partner,tier_1,premium,9,19,20.2,8,1,3,0,0,0,20,2,14,5.9,939.0,0,none
USR-01429,2025-07-08,2025-07-22,14,26.0,Colombia,female,desktop,partner,tier_1,standard,5,11,3.7,9,0,2,1,0,0,0,3,10,7.0,1073.0,0,none
USR-01430,2025-01-31,2025-03-02,30,32.0,Colombia,female,desktop,organic search,tier_3,standard,20,28,13.7,20,0,4,0,0,1,20,5,13,6.8,1460.0,1,standard
USR-01431,2025-06-07,2025-06-14,7,39.0,Colombia,male,desktop,social media,tier_1,premium,7,11,,8,1,11,1,0,1,10,4,1,9.2,1358.0,0,none
USR-01432,2025-03-20,2025-03-27,7,52.0,Colombia,male,desktop,social media,tier_2,premium,2,3,12.3,5,0,6,0,0,1,0,1,9,10.0,2291.0,0,none
USR-01433,2025-04-06,2025-04-27,21,28.0,Colombia,female,tablet,organic search,tier_1,standard,15,17,27.2,14,1,6,0,0,1,0,3,10,9.0,$1346,0,none
USR-01434,2025-01-31,2025-02-14,14,28.0,Colombia,prefer_not_to_say, mobile ,social media,tier_1,standard,8,17,29.5,7,3,3,0,0,0,10,3,12,7.2,1454.0,1,premium
USR-01435,2025-12-21,2025-12-28,7,31.0,Chile,male,mobile,referral,tier_2,premium,6,12,5.3,9,1,6,0,1,0,20,4,3,7.0,1851.0,1,standard
USR-01436,2025-06-23,2025-06-30,7,18.0,Colombia,female,mobile,organic search,tier_1,premium,3,6,17.3,13,0,2,0,0,0,0%,1,7,4.8,2685.0,0,none
USR-01437,2025-07-29,2025-08-12,14,21.0,Perú,male,mobile,paid ads,tier_2,standard,12,21,14.4,13,1,10,0,0,0,0,7,11,7.8,1469.0,0,none
USR-01438,2025-03-27,2025-04-10,14,49.0, PERÚ ,male,mobile,organic_search,tier_1,premium,10,17,12.2,11,1,5,1,1,1,20,1,5,5.6,2039.0,1,standard
USR-01439,2025-12-02,2025-12-16,14,33.0,Argentina,male,mobile,social media,tier_2,basic,9,14,22.0,7,0,5,0,1,0,0,1,7,4.9,1602.0,0,none
USR-01440,2025-04-08,2025-04-15,7,22.0,Colombia,female,desktop,partner,tier_1,standard,5,12,19.4,12,2,2,0,1,0,10,1,3,8.1,351.0,0,none
USR-01441,2025-06-16,2025-07-07,21,32.0,Colombia,prefer_not_to_say,desktop,paid ads,tier_1,basic,17,26,22.3,12,4,11,0,1,0,10,8,12,7.7,1393.0,1,standard
USR-01442,2025-08-31,2025-09-21,21,26.0,Ecuador,female,tablet,organic search,tier_3,basic,17,27,15.8,9,0,7,0,0,0,0,0,12,6.3,1131.0,0,none
USR-01443,2025-11-29,2025-12-13,14,29.0,Perú,male,mobile,email campaign,tier_2,basic,7,14,15.0,8,1,6,1,1,0,20,4,17,3.9,2250.0,1,standard
USR-01444,03/09/2025,2025-09-24,21,18.0,Colombia,male,mobile,organic search,tier_2,premium,4,8,23.9,7,0,7,0,0,0,0,2,20,8.5,791.0,0,none
USR-01445,2025-03-06,2025-03-20,14,32.0,Ecuador,prefer_not_to_say,desktop,email campaign,tier_1,premium,7,13,12.2,15,0,5,0,0,0,20,5,15,5.4,2211.0,0,none
USR-01446,2025-09-04,2025-09-18,14,24.0,Ecuador,prefer_not_to_say,desktop,referral,tier_1,basic,9,11,12.8,17,1,7,0,1,0,10,4,13,5.9,955.0,0,none
USR-01447,2025-07-19,2025-07-26,7,23.0,Colombia,female,tablet,social media,tier_3,standard,4,9,19.8,9,1,6,0,1,0,20,1,9,6.8,2608.0,1,premium
USR-01448,30/08/2025,2025-09-06,7,42.0,Argentina,male,tablet,paid ads,tier_2,basic,3,9,7.1,9,1,4,0,0,0,20,2,6,5.7,2410.0,0,none
USR-01449,13/12/2025,2026-01-12,30,35.0,Colombia,female,tablet,paid ads,tier_3,standard,8,11,19.7,9,2,5,1,1,0,0%,3,29,8.4,1290.0,0,none
USR-01450,2025-05-07,2025-05-14,7,36.0,México,female,desktop,email campaign,tier_1,basic,4,5,19.3,9,1,5,0,1,0,10%,3,3,7.2,1649.0,0,none
USR-01451,2025-02-17,2025-02-24,7,18.0,México,male,desktop,paid ads,tier_1,standard,7,22,4.1,16,0,3,0,1,0,25,3,3,5.3,2018.0,0,none
USR-01452,2025-10-13,2025-10-20,7,30.0,Ecuador,female,mobile,paid ads,tier_3,premium,5,11,17.2,9,0,6,1,0,0,10,2,4,7.0,940.0,0,none
USR-01453,2025-07-28,2025-08-04,7,32.0,Perú,male,desktop,social media,tier_2,basic,1,1,21.9,6,1,1,1,1,0,25,0,0,,,0,none
USR-01454,2025-02-15,03-17-2025,30,37.0,Perú,male,desktop,paid ads,tier_3,premium,23,36,18.5,17,1,4,0,0,0,5,8,13,6.6,1548.0,0,none
USR-01455,2025-11-25,2025-12-09,14,44.0,Perú,female,desktop,paid ads,tier_2,basic,5,5,20.6,3,0,7,0,1,0,5,1,12,8.0,2120.0,0,none
USR-01456,2025-03-24,2025-04-07,14,18.0,Argentina,male,tablet,organic search,tier_1,basic,10,15,17.2,14,0,9,0,0,0,10,1,1,6.4,2469.0,0,none
USR-01457,2025-12-16,2025-12-30,14,29.0,Perú,male,mobile,email campaign,tier_2,premium,14,22,10.8,6,0,4,1,0,1,10,1,3,,,1,premium
USR-01458,2025-03-29,2025-04-05,7,18.0,Colombia,prefer_not_to_say,desktop,social_media,tier_2,standard,4,7,16.7,7,2,3,0,1,0,15,6,0,6.2,1495.0,1,standard
USR-01459,2025-09-27,2025-10-18,21,41.0,Chile,male,tablet,referral,tier_1,basic,12,25,8.5,13,0,11,0,1,0,20,3,15,9.4,1552.0,1,standard
USR-01460,2025-10-08,2025-10-15,7,,México,male,tablet,email campaign,tier_2,standard,5,10,19.4,7,0,4,0,1,0,10,3,8,6.5,1030.0,0,none
USR-01461,2025-12-02,2025-12-23,21,41.0,Colombia,male,tablet,organic search,tier_3,standard,11,18,14.6,14,0,7,0,1,1,0,6,12,7.4,2108.0,1,premium
USR-01462,2025-06-29,2025-07-29,30,42.0,Colombia,female,tablet,paid ads,tier_1,standard,21,42,,13,1,8,0,1,1,0,8,17,8.1,250.0,0,none
USR-01463,2025-08-26,2025-09-09,14,24.0,Argentina,female,mobile,email campaign,tier_2,standard,11,18,18.0,6,2,6,0,0,1,20,2,10,5.9,1598.0,0,none
USR-01464,2025-04-21,2025-05-05,14,34.0,Argentina,male,desktop,paid ads,tier_2,premium,10,11,7.8,10,0,3,0,1,0,20,5,4,7.7,1050.0,1,basic
USR-01465,2025-04-08,2025-04-22,14,19.0,Chile,female,desktop,paid ads,tier_2,basic,7,11,12.9,9,5,7,0,1,0,15,2,11,,1221.0,1,standard
USR-01466,2025-04-26,2025-05-10,14,25.0,Argentina,female,desktop,email campaign,tier_3,basic,6,15,15.6,12,0,6,1,1,0,20%,6,14,,,0,none
USR-01467,2025-10-13,2025-10-20,7,38.0,Chile,female,desktop,email campaign,tier_2,standard,4,6,15.5,10,0,2,0,0,0,0,2,8,8.0,807.0,1,standard
USR-01468,2025-04-23,2025-05-23,30,26.0,Ecuador,male,mobile,paid ads,tier_2,basic,30,51,,11,0,9,0,0,0,0,15,13,6.0,$1433,1,premium
USR-01469,2025-09-24,2025-10-08,14,27.0,Argentina,female,desktop,paid ads,tier_2,premium,13,26,18.4,18,1,6,0,0,1,0,2,10,8.8,1430.0,1,standard
USR-01470,2025-12-19,2026-01-02,14,23.0,Perú,prefer_not_to_say, mobile ,referral,tier_3,basic,12,19,14.9,10,0,8,0,0,0,10,5,8,9.4,2083.0,1,standard
USR-01471,2025-12-08,2025-12-22,14,,Colombia,male,mobile,organic search,tier_2,standard,9,12,6.2,17,0,2,1,1,0,10,2,16,3.0,2239.0,0,none
USR-01472,2025-05-31,2025-06-21,21,23.0, MÉXICO,non_binary,DESKTOP,social_media,tier_2,premium,18,24,4.7,11,1,7,0,1,0,15,4,14,3.8,250.0,1,premium
USR-01473,2025-01-05,2025-01-19,14,32.0,Argentina,prefer_not_to_say,mobile,paid ads,tier_3,basic,5,10,22.4,11,1,4,0,0,0,25,9,11,5.8,250.0,0,none
USR-01474,2025-12-15,2026-01-14,30,41.0,Colombia,male,desktop,partner,tier_1,basic,17,25,24.9,15,2,5,0,0,0,15,5,22,6.5,2240.0,0,none
USR-01475,2025-11-18,2025-12-09,21,42.0,México,male,mobile,paid ads,tier_3,standard,5,7,13.3,7,2,4,1,1,1,10,1,22,8.8,1232.0,1,standard
USR-01476,2025-11-22,2025-12-06,14,45.0,Ecuador,male,mobile,social media,tier_1,standard,7,11,,10,0,4,0,1,1,25,4,6,4.9,2016.0,0,none
USR-01477,2025-11-08,2025-11-15,7,31.0, COLOMBIA ,female,Desktop,Social Media,tier_1,premium,1,2,9.2,12,1,10,0,1,1,15,2,11,6.0,2195.0,0,none
USR-01478,2025-03-24,2025-04-07,14,18.0,Colombia,male,desktop,social media,tier_3,standard,7,6,,7,3,6,0,0,1,15,4,12,7.2,958.0,0,none
USR-01479,2025-07-08,2025-07-22,14,18.0,Ecuador,male,tablet,organic search,tier_2,standard,4,8,9.4,4,0,4,0,0,0,10,4,11,5.2,976.0,0,none
USR-01480,2025-08-11,2025-08-18,7,35.0,Ecuador,male,tablet,organic search,tier_2,basic,2,3,4.6,8,0,7,0,0,0,10,4,3,5.6,1743.0,0,none
USR-01481,2025-10-18,2025-11-08,21,33.0,Chile,male,mobile,organic search,tier_3,standard,15,25,17.1,11,2,8,0,0,0,15,5,10,7.4,1034.0,1,standard
USR-01482,2025-01-22,2025-01-29,7,33.0,Perú,male,desktop,organic search,tier_1,standard,3,6,17.9,13,0,7,0,0,1,0,2,5,6.3,1414.0,1,premium
USR-01483,2025-11-02,2025-11-16,14,33.0,Perú,male,tablet,paid ads,tier_1,basic,5,9,14.0,7,0,4,0,0,1,0,2,12,10.0,$1360,1,standard
USR-01484,2025-01-22,02-21-2025,30,40.0,Chile,female,desktop,referral,tier_1,basic,20,35,19.5,10,2,8,0,0,0,10,7,18,7.4,827.0,0,none
USR-01485,2025-02-01,2025-02-08,7,39.0,Colombia,male,desktop,referral,tier_1,premium,4,8,20.1,9,0,9,1,1,0,0,3,0,5.3,$2310,0,none
USR-01486,2025-04-26,2025-05-26,30,25.0,Colombia,female,tablet,Referral,tier_1,basic,26,53,10.3,17,0,7,0,1,1,10,8,18,10.0,2350.0,1,premium
USR-01487,2025-02-25,2025-03-18,21,51.0,Ecuador,female,mobile,social media,tier_1,basic,16,30,15.7,14,3,8,0,0,0,20,6,8,9.4,1256.0,1,standard
USR-01488,2025-08-10,2025-08-31,21,29.0,Perú,female,desktop,social media,tier_3,basic,8,11,25.7,9,0,4,0,0,1,0,1,13,10.0,$455,0,none
USR-01489,2025-05-31,2025-06-14,14,41.0,Colombia,male,mobile,partner,tier_3,basic,11,16,6.8,12,0,2,0,0,0,0,6,15,7.0,1320.0,1,basic
USR-01490,2025-09-18,2025-10-18,30,24.0,México,prefer_not_to_say,Tablet,referral,tier_2,premium,16,29,26.7,9,2,5,0,0,0,20,1,18,10.0,531.0,1,standard
USR-01491,2025-08-01,08-15-2025,14,39.0,Colombia,female,mobile,organic search,tier_2,basic,9,24,6.8,13,2,4,0,1,0,20,2,9,7.8,1295.0,0,none
USR-01492,2025-03-06,2025-04-05,30,39.0,Colombia,prefer_not_to_say,mobile,paid ads,tier_3,premium,16,31,20.0,13,0,6,0,0,0,15,4,26,4.7,1328.0,0,none
USR-01493,2025-04-11,2025-04-25,14,39.0,Argentina,female,mobile,referral,tier_2,standard,9,17,10.8,14,1,7,1,1,0,10,0,1,8.3,1756.0,0,none
USR-01494,2025-11-09,12-09-2025,30,40.0,Colombia,male, mobile ,organic search,tier_1,basic,23,39,21.9,17,1,10,0,1,0,5,7,19,,,1,standard
USR-01495,2025-09-15,2025-10-15,30,40.0,Colombia,male,mobile,organic search,tier_2,basic,20,43,14.9,11,0,10,0,1,0,15%,3,11,6.4,1325.0,1,premium
USR-01496,2025-03-16,2025-04-15,30,29.0,Chile,female,mobile,organic search,tier_3,standard,10,15,19.6,5,1,4,0,0,0,10,3,24,7.0,996.0,0,none
USR-01497,2025-09-14,2025-10-14,30,33.0,Perú,female,desktop,referral,tier_1,basic,20,35,17.8,15,1,3,0,0,0,0,8,17,7.9,2523.0,1,premium
USR-01498,2025-10-11,2025-11-10,30,48.0,Ecuador,female,Desktop,Referral,tier_1,standard,19,36,19.3,9,0,9,0,1,0,0,6,19,4.4,1242.0,0,none
USR-01499,2025-12-29,2026-01-12,14,31.0,Ecuador,female,desktop,social media,tier_1,basic,6,13,10.9,7,1,5,0,0,0,0%,2,9,,250.0,0,none
USR-01500,2025-01-18,2025-02-08,21,,Ecuador,female,mobile,social media,tier_3,basic,13,32,12.8,17,0,10,0,1,0,20,4,9,6.1,$2119,1,premium
USR-01501,2025-02-09,02-23-2025,14,35.0,Ecuador,female,desktop,paid ads,tier_3,basic,6,8,24.7,10,0,2,0,0,0,15,2,6,5.2,1265.0,0,none
USR-01502,2025-02-14,2025-03-07,21,42.0,Ecuador,male,mobile,social media,tier_3,basic,13,20,20.4,12,0,13,0,0,0,15,3,14,6.2,1068.0,0,none
USR-01503,2025-07-03,2025-07-24,21,48.0,Colombia,female,desktop,paid ads,tier_1,premium,7,14,16.1,5,1,4,1,1,0,10,3,13,4.7,773.0,0,none
USR-01504,2025-03-11,2025-03-25,14,19.0,Perú,male,desktop,paid ads,tier_2,standard,7,16,17.9,7,2,6,1,0,0,10,4,14,5.2,2770.0,1,basic
USR-01505,2025-02-14,2025-02-28,14,32.0,Ecuador,prefer_not_to_say,mobile,organic search,tier_1,basic,5,8,29.8,8,0,5,0,0,1,20,3,12,4.9,1529.0,0,none
USR-01506,2025-01-13,2025-02-03,21,,Colombia,female,mobile,paid ads,tier_2,basic,8,13,12.0,8,0,5,0,1,0,20,4,11,6.6,2028.0,0,none
USR-01507,2025-03-24,2025-03-31,7,27.0,Ecuador,prefer_not_to_say,desktop,referral,tier_1,standard,2,3,16.8,9,0,1,1,0,0,0,3,1,9.8,1967.0,1,premium
USR-01508,2025-06-19,2025-06-26,7,33.0,Colombia,male,desktop,email campaign,tier_1,standard,1,1,18.0,12,0,4,0,1,0,10,3,5,,731.0,0,none
USR-01509,2025-08-04,2025-08-18,14,34.0,Colombia,female,tablet,email campaign,tier_1,basic,11,14,18.9,13,0,8,0,0,0,20,5,7,8.8,554.0,0,none
USR-01510,2025-06-01,2025-06-15,14,39.0,Colombia,female,tablet,partner,tier_1,standard,7,11,14.7,4,1,6,1,1,0,0,2,7,6.4,631.0,0,none
USR-01511,2025-11-11,2025-12-02,21,29.0,Colombia,male,mobile,organic search,tier_1,standard,3,2,16.5,2,0,5,0,1,0,0,3,20,7.7,3080.0,0,none
USR-01512,2025-05-24,2025-06-07,14,26.0,Colombia,prefer_not_to_say,mobile,social media,tier_1,basic,9,8,17.7,8,1,8,1,1,0,5,1,14,8.1,$943,0,none
USR-01513,2025-12-23,2025-12-30,7,27.0,México,female,desktop,organic search,tier_3,basic,1,2,15.5,6,0,2,0,0,0,0,3,7,8.3,1043.0,0,none
USR-01514,2025-02-17,2025-03-03,14,27.0,Colombia,female,desktop,email_campaign,tier_2,basic,3,5,13.1,9,0,0,1,0,0,10,2,9,9.7,1226.0,0,none
USR-01515,2025-07-05,2025-07-19,14,27.0,Colombia,male,desktop,partner,tier_3,basic,6,14,20.2,6,2,8,0,0,0,5,3,8,4.9,938.0,0,none
USR-01516,2025-07-09,2025-08-08,30,32.0,Chile,prefer_not_to_say,desktop,social media,tier_1,standard,14,22,22.7,12,3,4,0,0,1,0,4,30,6.9,1129.0,0,none
USR-01517,2025-05-16,2025-06-15,30,36.0,México,female,mobile,organic search,tier_2,premium,17,23,14.8,12,0,9,0,1,0,20,6,17,6.4,1312.0,0,none
USR-01518,2025-03-17,2025-03-31,14,30.0,Colombia,male,mobile,email campaign,tier_1,standard,11,17,15.2,6,1,12,0,1,0,0%,6,6,4.6,2128.0,1,standard
USR-01519,2025-08-17,2025-08-31,14,28.0,Argentina,female,mobile,partner,tier_1,standard,8,10,17.7,10,1,6,0,1,0,5,1,5,3.9,753.0,1,standard
USR-01520,2025-07-21,2025-07-28,7,45.0,Colombia,female,mobile,email campaign,tier_1,basic,5,10,13.9,4,0,1,0,0,0,20,2,7,5.7,1156.0,1,standard
USR-01521,2025-04-04,2025-04-18,14,48.0,peru,female,tablet,social_media,tier_2,standard,9,22,15.5,8,0,5,0,1,0,0%,1,19,5.1,250.0,0,none
USR-01522,2025-03-29,2025-04-05,7,41.0,Colombia,male,desktop,paid_ads,tier_3,standard,2,1,19.9,11,0,4,0,0,0,0,4,5,,,0,none
USR-01523,2025-12-02,2025-12-16,14,33.0,Perú,female,mobile,paid ads,tier_2,standard,7,9,7.6,5,0,7,0,0,0,5,2,16,6.7,654.0,0,none
USR-01524,2025-07-31,2025-08-21,21,31.0,Perú,female,mobile,email campaign,tier_2,standard,18,47,2.0,13,0,10,0,1,0,0,6,5,8.7,1208.0,1,standard
USR-01525,2025-06-26,2025-07-10,14,44.0,México,female,desktop,organic search,tier_3,premium,7,10,16.2,10,0,4,0,0,0,15,3,9,5.7,1789.0,0,none
USR-01526,2025-03-11,2025-03-18,7,34.0,Ecuador,female,desktop,email campaign,tier_1,premium,3,8,5.5,10,2,3,0,1,1,20,1,6,5.3,1235.0,1,standard
USR-01527,2025-12-16,2026-01-15,30,54.0,Ecuador,male,mobile,organic search,tier_1,basic,18,39,13.4,16,0,8,1,0,1,10%,2,26,6.3,2595.0,1,premium
USR-01528,2025-12-20,2025-12-27,7,44.0,México,male,desktop,paid ads,tier_1,premium,4,5,4.3,6,0,12,0,0,1,5,3,6,3.2,2104.0,0,none
USR-01529,2025-05-13,2025-05-27,14,18.0,mexico,male,DESKTOP,Organic Search,tier_2,premium,10,13,11.7,8,1,9,0,1,0,20,4,7,7.0,683.0,0,none
USR-01530,2025-03-27,2025-04-10,14,27.0,Ecuador,male,desktop,organic search,tier_1,basic,3,6,5.7,7,0,5,0,0,0,0,2,23,6.5,827.0,0,none
USR-01531,2025-02-21,2025-02-28,7,35.0,Colombia,prefer_not_to_say,mobile,social media,tier_3,standard,4,10,4.2,8,3,7,1,1,0,20,4,0,10.0,2801.0,0,none
USR-01532,2025-09-02,2025-09-09,7,18.0,Ecuador,prefer_not_to_say,tablet,social media,tier_3,premium,7,11,9.1,12,0,4,1,1,0,0,2,4,9.1,1853.0,0,none
USR-01533,2025-04-06,2025-05-06,30,48.0,Colombia,male,mobile,organic search,tier_3,standard,21,41,21.6,11,0,13,0,0,0,0%,6,21,7.6,$1491,0,none
USR-01534,2025-03-26,2025-04-16,21,,Chile,male,tablet,organic search,tier_2,basic,21,37,4.6,13,0,3,0,0,0,5,5,5,7.0,250.0,1,basic
USR-01535,2025-03-08,2025-04-07,30,25.0,Argentina,non_binary,mobile,paid ads,tier_2,standard,24,43,14.9,11,0,12,0,1,0,0,6,23,8.7,1276.0,1,standard
USR-01536,2025-10-29,2025-11-12,14,40.0,Colombia,male,mobile,referral,tier_1,standard,13,31,7.4,14,0,8,0,1,0,0,2,0,4.6,460.0,1,standard
USR-01537,2025-08-14,2025-09-13,30,43.0,Colombia,female,tablet,social media,tier_2,basic,14,27,,11,0,3,1,0,0,5,2,21,4.8,250.0,0,none
USR-01538,2025-07-07,2025-07-28,21,46.0,Colombia,male,desktop,social media,tier_1,premium,12,16,13.5,10,0,6,0,0,0,5,5,19,6.7,2123.0,1,standard
USR-01539,2025-03-11,2025-04-10,30,18.0,Ecuador,female,desktop,social media,tier_2,premium,27,44,22.8,15,1,7,1,1,0,0,4,19,8.0,2212.0,1,premium
USR-01540,2025-06-19,2025-06-26,7,44.0,Colombia,male,mobile,organic search,tier_3,basic,6,8,13.3,9,1,5,0,1,1,0,3,8,7.9,2647.0,1,basic
USR-01541,2025-11-10,2025-12-01,21,31.0,Argentina,female,desktop,partner,tier_1,premium,16,23,15.4,9,0,7,0,0,0,10,2,11,5.1,1022.0,1,basic
USR-01542,2025-04-14,2025-04-21,7,29.0,Perú,male,desktop,referral,tier_3,basic,5,9,12.4,13,0,7,0,0,0,15,2,4,5.7,789.0,1,basic
USR-01543,2025-10-27,2025-11-10,14,41.0,Chile,female,mobile,organic search,tier_3,premium,4,8,21.5,7,1,4,1,0,0,0,1,12,4.3,$310,0,none
USR-01544,2025-09-15,2025-09-29,14,41.0,Colombia,female, mobile ,referral,tier_2,premium,14,33,2.0,16,2,9,0,0,1,0,6,0,5.7,$1089,0,none
USR-01545,01/10/2025,2025-10-08,7,36.0,Colombia,female,desktop,partner,tier_1,basic,4,8,12.0,9,0,5,0,1,0,0%,2,0,9.6,$1085,1,basic
USR-01546,2025-06-01,06-15-2025,14,38.0,México,female,tablet,social media,tier_2,basic,3,7,28.7,5,1,1,0,1,0,25%,1,8,8.8,1945.0,1,basic
USR-01547,2025-11-12,2025-12-03,21,29.0,Perú,female,desktop,social media,tier_2,standard,11,20,30.0,12,1,6,0,0,0,15,4,12,7.6,713.0,0,none
USR-01548,2025-07-24,2025-07-31,7,23.0,México,male,desktop,partner,tier_1,basic,7,12,23.1,5,1,4,0,0,0,0,1,8,3.2,1621.0,0,none
USR-01549,2025-08-28,2025-09-04,7,31.0,Chile,male,desktop,email campaign,tier_1,standard,4,9,,12,1,7,1,1,0,15,4,8,7.7,1594.0,0,none
USR-01550,2025-08-29,2025-09-05,7,44.0,Colombia,male,desktop,partner,tier_1,standard,4,8,10.0,8,0,7,0,1,1,0,0,4,8.1,2337.0,0,none
USR-01551,2025-10-02,2025-10-16,14,40.0,Argentina,male,mobile,email campaign,tier_2,standard,9,24,9.0,8,1,6,0,0,0,25,1,12,6.8,2197.0,0,none
USR-01552,2025-05-11,2025-06-10,30,34.0,Colombia,male,desktop,organic search,tier_1,standard,19,35,12.1,13,1,8,0,1,0,20,5,21,6.6,1167.0,0,none
USR-01553,2025-05-29,2025-06-12,14,29.0,Ecuador,female,mobile,partner,tier_2,standard,7,16,11.4,11,0,6,0,0,0,0,4,11,3.1,$1863,1,basic
